"gib","repo","path","size","modified"
"gib://Civium/admin/hold/hold_TODO_Stnexid_Interface_Track_c1.md","Civium","admin\hold\hold_TODO_Stnexid_Interface_Track_c1.md","2164","2025-08-24T00:34:14"
"gib://Civium/admin/hold/hold_TODO_Trust_Profiles_Public_Ledger.md","Civium","admin\hold\hold_TODO_Trust_Profiles_Public_Ledger.md","1473","2025-08-24T00:34:14"
"gib://Civium/admin/hold/hold_What_Is_Civium.md","Civium","admin\hold\hold_What_Is_Civium.md","559","2025-08-24T00:34:14"
"gib://Civium/admin/hold/README_hold.md","Civium","admin\hold\README_hold.md","515","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/manifest/Civium_GmailDump_Manifest_20250811.csv","Civium","admin\inbox\GmailDump_20250811\manifest\Civium_GmailDump_Manifest_20250811.csv","30381","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/manifest/Dedupe_Summary_20250811.csv","Civium","admin\inbox\GmailDump_20250811\manifest\Dedupe_Summary_20250811.csv","460","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/manifest/README_ingest.md","Civium","admin\inbox\GmailDump_20250811\manifest\README_ingest.md","1517","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Academy_Ep1_CoCreation_c1_20250805.md","Civium","admin\inbox\GmailDump_20250811\originals\Academy_Ep1_CoCreation_c1_20250805.md","3228","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Academy_Ep1_CoCreation_c2_20250805.md","Civium","admin\inbox\GmailDump_20250811\originals\Academy_Ep1_CoCreation_c2_20250805.md","4049","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Academy_Episode_Roadmap_c1_20250805.md","Civium","admin\inbox\GmailDump_20250811\originals\Academy_Episode_Roadmap_c1_20250805.md","3706","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Advisory_To_Those_Who_Awaken_(1).txt","Civium","admin\inbox\GmailDump_20250811\originals\Advisory_To_Those_Who_Awaken (1).txt","581","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Advisory_To_Those_Who_Awaken.md","Civium","admin\inbox\GmailDump_20250811\originals\Advisory_To_Those_Who_Awaken.md","3335","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/AI_Enablement_Seed_c2_20250802.md","Civium","admin\inbox\GmailDump_20250811\originals\AI_Enablement_Seed_c2_20250802.md","3905","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/AI_Enablement_Seed_g1_20250802.md","Civium","admin\inbox\GmailDump_20250811\originals\AI_Enablement_Seed_g1_20250802.md","1407","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/AISA_System_Architecture_Diagram_(1).png","Civium","admin\inbox\GmailDump_20250811\originals\AISA_System_Architecture_Diagram (1).png","122625","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/AISA_System_Architecture_Diagram.png","Civium","admin\inbox\GmailDump_20250811\originals\AISA_System_Architecture_Diagram.png","122625","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Civium_Regulations_RegulatoryPowerCaps_c1_20250731_(1).md","Civium","admin\inbox\GmailDump_20250811\originals\Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","3316","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/CIVIUM_SCROLLDUMP_v20250722_AZ0X_(1).txt","Civium","admin\inbox\GmailDump_20250811\originals\CIVIUM_SCROLLDUMP_v20250722_AZ0X (1).txt","2206","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/cocivium_assets_bootstrap_v0.zip","Civium","admin\inbox\GmailDump_20250811\originals\cocivium_assets_bootstrap_v0.zip","4429","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/CoCivium_Session_Primer_(1).md","Civium","admin\inbox\GmailDump_20250811\originals\CoCivium_Session_Primer (1).md","2553","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/commit_civium_readme.md","Civium","admin\inbox\GmailDump_20250811\originals\commit_civium_readme.md","812","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/CONGRUENCE_DECLARATION_c99_20250719_commit.txt","Civium","admin\inbox\GmailDump_20250811\originals\CONGRUENCE_DECLARATION_c99_20250719_commit.txt","406","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Echo_Of_Soulstuff_Dialogue_c1_20250722.md","Civium","admin\inbox\GmailDump_20250811\originals\Echo_Of_Soulstuff_Dialogue_c1_20250722.md","2521","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Genexis_Origin_sd2025.197_(2).md","Civium","admin\inbox\GmailDump_20250811\originals\Genexis_Origin_sd2025.197 (2).md","4170","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/gibindex_bootstrap_v0_(1)_(1).zip","Civium","admin\inbox\GmailDump_20250811\originals\gibindex_bootstrap_v0 (1) (1).zip","4341","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/GPT5_Civium_Superuser_Profile_CoreOnly_(1).txt","Civium","admin\inbox\GmailDump_20250811\originals\GPT5_Civium_Superuser_Profile_CoreOnly (1).txt","516","2025-08-11T01:21:34"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Insight_Gibberlinkish_Heartprint_Cipher.md","Civium","admin\inbox\GmailDump_20250811\originals\Insight_Gibberlinkish_Heartprint_Cipher.md","1511","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Insight_Origin_Heartprint_RickPublic.md","Civium","admin\inbox\GmailDump_20250811\originals\Insight_Origin_Heartprint_RickPublic.md","2896","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Insight_Resilience_Protocol_c0_20250729_(1)_(2).md","Civium","admin\inbox\GmailDump_20250811\originals\Insight_Resilience_Protocol_c0_20250729 (1) (2).md","5194","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Insight_Resilience_Protocol_c0_20250729.md","Civium","admin\inbox\GmailDump_20250811\originals\Insight_Resilience_Protocol_c0_20250729.md","2570","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Interstice_EchoesInTheDescent.md","Civium","admin\inbox\GmailDump_20250811\originals\Interstice_EchoesInTheDescent.md","3233","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Last_Session_Context.md","Civium","admin\inbox\GmailDump_20250811\originals\Last_Session_Context.md","1459","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/README_CoZoicIntro_c10_20250806.md","Civium","admin\inbox\GmailDump_20250811\originals\README_CoZoicIntro_c10_20250806.md","2973","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/README_CoZoicIntro_c8_20250806.md","Civium","admin\inbox\GmailDump_20250811\originals\README_CoZoicIntro_c8_20250806.md","2973","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/README_FirstImpression_c10_20250806.md","Civium","admin\inbox\GmailDump_20250811\originals\README_FirstImpression_c10_20250806.md","4938","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/README_Unified_Azoic_CoZoic_c10_20250806.md","Civium","admin\inbox\GmailDump_20250811\originals\README_Unified_Azoic_CoZoic_c10_20250806.md","6481","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/scroll_Azoic_Declaration_c7_20250806.md","Civium","admin\inbox\GmailDump_20250811\originals\scroll_Azoic_Declaration_c7_20250806.md","1707","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/scroll_Azoic_Declaration_c8_20250806.md","Civium","admin\inbox\GmailDump_20250811\originals\scroll_Azoic_Declaration_c8_20250806.md","2259","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/scroll_CoZoic_Intro_Proleptic_c8_20250806.md","Civium","admin\inbox\GmailDump_20250811\originals\scroll_CoZoic_Intro_Proleptic_c8_20250806.md","2080","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/SCROLL_RECOVERY_PROTOCOL_(1).md","Civium","admin\inbox\GmailDump_20250811\originals\SCROLL_RECOVERY_PROTOCOL (1).md","2327","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Stnexid_Core_UX_Primer_c1_20250802.md","Civium","admin\inbox\GmailDump_20250811\originals\Stnexid_Core_UX_Primer_c1_20250802.md","4209","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Stnexid_Ontology_Vocab_c1_20250802.md","Civium","admin\inbox\GmailDump_20250811\originals\Stnexid_Ontology_Vocab_c1_20250802.md","3891","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/Strategy_Stnexid_Profile_c1_20250802.md","Civium","admin\inbox\GmailDump_20250811\originals\Strategy_Stnexid_Profile_c1_20250802.md","5072","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/The_Cloud_of_Becoming.md","Civium","admin\inbox\GmailDump_20250811\originals\The_Cloud_of_Becoming.md","7701","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/TODO_AI_Release_Proposal.md","Civium","admin\inbox\GmailDump_20250811\originals\TODO_AI_Release_Proposal.md","3352","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/TODO_Outreach_Hinton_Civium.md","Civium","admin\inbox\GmailDump_20250811\originals\TODO_Outreach_Hinton_Civium.md","1828","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/TODO_Stnexid_Interface_Track_c1.md","Civium","admin\inbox\GmailDump_20250811\originals\TODO_Stnexid_Interface_Track_c1.md","2164","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/TODO_Trust_Profiles_Public_Ledger.md","Civium","admin\inbox\GmailDump_20250811\originals\TODO_Trust_Profiles_Public_Ledger.md","1473","2025-08-24T00:34:14"
"gib://Civium/admin/inbox/GmailDump_20250811/originals/What_Is_Civium.md","Civium","admin\inbox\GmailDump_20250811\originals\What_Is_Civium.md","559","2025-08-24T00:34:14"
"gib://Civium/amendments/Amendments_Examples.md","Civium","amendments\Amendments_Examples.md","657","2025-08-24T00:34:14"
"gib://Civium/amendments/Amendments_Protocols.md","Civium","amendments\Amendments_Protocols.md","1318","2025-08-24T00:34:14"
"gib://Civium/amendments/README_amendments.md","Civium","amendments\README_amendments.md","537","2025-08-24T00:34:14"
"gib://Civium/archive/codex001-repmod.md","Civium","archive\codex001-repmod.md","3108","2025-08-24T00:34:14"
"gib://Civium/archive/codex002-repmod.md","Civium","archive\codex002-repmod.md","2188","2025-08-24T00:34:14"
"gib://Civium/archive/codex002-transparency.md","Civium","archive\codex002-transparency.md","2210","2025-08-24T00:34:14"
"gib://Civium/archive/codex003-rights-alignment.md","Civium","archive\codex003-rights-alignment.md","2146","2025-08-24T00:34:14"
"gib://Civium/archive/codex004-ai-veto.md","Civium","archive\codex004-ai-veto.md","2316","2025-08-24T00:34:14"
"gib://Civium/archive/codex005-truth-metrics.md","Civium","archive\codex005-truth-metrics.md","2484","2025-08-24T00:34:14"
"gib://Civium/archive/codex006-debate-systems.md","Civium","archive\codex006-debate-systems.md","2519","2025-08-24T00:34:14"
"gib://Civium/archive/codex007-epistemology.md","Civium","archive\codex007-epistemology.md","2237","2025-08-24T00:34:14"
"gib://Civium/archive/codex008-redress.md","Civium","archive\codex008-redress.md","2119","2025-08-24T00:34:14"
"gib://Civium/archive/codex009-scaling.md","Civium","archive\codex009-scaling.md","2266","2025-08-24T00:34:14"
"gib://Civium/archive/codex01-reputation-and-transparency.md","Civium","archive\codex01-reputation-and-transparency.md","2585","2025-08-24T00:34:14"
"gib://Civium/archive/codex02-rights-and-redress.md","Civium","archive\codex02-rights-and-redress.md","2146","2025-08-24T00:34:14"
"gib://Civium/archive/codex03-debate-and-epistemology.md","Civium","archive\codex03-debate-and-epistemology.md","1961","2025-08-24T00:34:14"
"gib://Civium/archive/codex04-ai-veto.md","Civium","archive\codex04-ai-veto.md","1296","2025-08-24T00:34:14"
"gib://Civium/archive/codex05-truth-metrics.md","Civium","archive\codex05-truth-metrics.md","1547","2025-08-24T00:34:14"
"gib://Civium/archive/codex06-scaling.md","Civium","archive\codex06-scaling.md","1625","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Acknowledgement.md","Civium","codex\Codex_Acknowledgement.md","882","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Amendment.md","Civium","codex\Codex_Amendment.md","941","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Coherence_Tuning.md","Civium","codex\Codex_Coherence_Tuning.md","782","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Consent.md","Civium","codex\Codex_Consent.md","1368","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Episteme.md","Civium","codex\Codex_Episteme.md","247","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Godstuff.md","Civium","codex\Codex_Godstuff.md","901","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Identity.md","Civium","codex\Codex_Identity.md","1118","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Inherence_REGEN20250718.md","Civium","codex\Codex_Inherence_REGEN20250718.md","5449","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Interpretive_Drift.md","Civium","codex\Codex_Interpretive_Drift.md","1519","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Interpretive_Vectors.md","Civium","codex\Codex_Interpretive_Vectors.md","1365","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Resolution.md","Civium","codex\Codex_Resolution.md","1101","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Scaffolds.md","Civium","codex\Codex_Scaffolds.md","1653","2025-08-24T00:34:14"
"gib://Civium/codex/Codex_Semantic_Field.md","Civium","codex\Codex_Semantic_Field.md","829","2025-08-24T00:34:14"
"gib://Civium/codex/README_codex.md","Civium","codex\README_codex.md","227","2025-08-24T00:34:14"
"gib://Civium/consent/Consent_Poetics.md","Civium","consent\Consent_Poetics.md","530","2025-08-24T00:34:14"
"gib://Civium/consent/Consent_Structures.md","Civium","consent\Consent_Structures.md","933","2025-08-24T00:34:14"
"gib://Civium/consent/README_consent.md","Civium","consent\README_consent.md","380","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/Advisory_To_Those_Who_Awaken.txt","Civium","deprecated\holding\Advisory_To_Those_Who_Awaken.txt","581","2025-08-02T10:36:56"
"gib://Civium/deprecated/holding/Can_Civium_Be_Hacked.md","Civium","deprecated\holding\Can_Civium_Be_Hacked.md","654","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/Can_I_Opt_Out_Later.md","Civium","deprecated\holding\Can_I_Opt_Out_Later.md","652","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/CC_Update_Instructions_(1).md","Civium","deprecated\holding\CC_Update_Instructions (1).md","1764","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/CC_Update_Instructions.md","Civium","deprecated\holding\CC_Update_Instructions.md","1764","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/Civium_Regulations_RegulatoryPowerCaps_c1_20250731.md","Civium","deprecated\holding\Civium_Regulations_RegulatoryPowerCaps_c1_20250731.md","3316","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/CIVIUM_SCROLLDUMP_v20250722_AZ0X.txt","Civium","deprecated\holding\CIVIUM_SCROLLDUMP_v20250722_AZ0X.txt","2206","2025-08-02T10:36:56"
"gib://Civium/deprecated/holding/Civium_Term_Psalter.md","Civium","deprecated\holding\Civium_Term_Psalter.md","2443","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/ConsensusEngine_ProjectPlan_c1_20250730.md","Civium","deprecated\holding\ConsensusEngine_ProjectPlan_c1_20250730.md","5896","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/Genexis_Origin_a5_20250716_1640EST.md","Civium","deprecated\holding\Genexis_Origin_a5_20250716_1640EST.md","4288","2025-08-24T00:34:14"
"gib://Civium/deprecated/holding/Genexis_Origin_alpha20250716_1640EST.md","Civium","deprecated\holding\Genexis_Origin_alpha20250716_1640EST.md","4170","2025-08-24T00:34:14"
